lakeid,trans,dist,setdate,coldate,daysout,aran_other,lyco_pal_m,lyco_pal_f,lyco_hyp_m,lyco_hyp_f,lyco_sph_m,lyco_sph_f,lyco_alp_m,lyco_alp_f,lyco_unid_m,lyco_unid_f,lyco_juv,lyco_total,egsa,liny,gnap,thom,opil,acar_other,trom,acar_total,cole_other,cryp,stap,cara,curc,colj,clmb,comments,comments 2
myv,non,50,2011-06-04,2011-06-19,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,66,0,0,2,2,0,2,0,3,0,1,0,0,49,,"The column labeled ""DATE"" was taken to mean set date"
myv,non,150,2011-06-04,2011-06-19,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,0,5,9,0,9,0,0,0,0,0,0,44,,"The column labeled ""DATE"" was taken to mean set date"
myv,vin,5,2011-06-04,2011-06-19,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15,0,0,0,7,0,7,0,0,1,0,0,1,37,saldid immature,"The column labeled ""DATE"" was taken to mean set date"
myv,vin,50,2011-06-04,2011-06-19,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,25,2,1,4,23,20,43,1,3,6,1,1,0,80,,"The column labeled ""DATE"" was taken to mean set date"
myv,vin,150,2011-06-04,2011-06-19,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,11,3,0,6,16,30,46,0,1,0,2,0,0,40,,"The column labeled ""DATE"" was taken to mean set date"
hel,hel2,5,2011-07-04,2011-07-17,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,NA,22,6,2,17,33,29,62,0,0,0,18,0,0,54,"3 slug,","there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel2,50,2011-07-04,2011-07-17,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,13,8,2,0,10,51,61,0,0,0,0,0,0,98,1 snail,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel2,150,2011-07-04,2011-07-17,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,6,2,1,2,15,23,38,0,0,0,1,0,0,85,1 thrips,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel2,500,2011-07-04,2011-07-17,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA,10,3,1,27,19,72,91,0,0,0,0,1,0,197,1 snail,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,btl,5,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,0,0,5,30,0,30,0,1,0,0,0,0,49,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,btl,50,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,0,0,2,29,2,31,0,4,0,1,1,1,109,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,btl,150,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,0,0,1,51,11,62,0,3,0,0,0,1,275,1 thrips,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,kal,5,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,0,0,6,25,0,25,0,0,2,0,1,0,55,1 slug,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,kal,50,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,1,2,0,25,25,50,0,0,0,0,0,0,55,8 slug,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,kal,150,2011-07-05,2011-07-20,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,0,0,0,14,5,19,0,0,0,0,0,0,16,"3 slug, brachycera is a larva","there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,hag,5,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,0,1,2,21,21,42,0,6,3,8,0,1,9,1 slug,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,hag,50,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,2,2,1,22,0,22,0,0,1,1,0,0,6,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,hag,150,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,24,1,0,2,164,4,168,0,0,0,1,0,0,7,1 snail,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,hag,500,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,27,0,1,0,84,2,86,0,0,0,1,0,0,17,2 thrips,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,non,5,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,0,0,3,96,2,98,0,2,28,16,1,4,1,"20 slugs, a thrips","there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,non,50,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,24,0,0,10,26,12,38,0,1,5,2,1,0,34,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,non,150,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,6,3,1,2,80,0,80,0,0,0,0,0,0,33,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,vin,5,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,13,1,0,14,57,3,60,0,7,4,0,0,0,35,1 trich,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,vin,50,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,10,0,0,2,29,43,72,0,0,8,1,0,0,20,1 snail,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,vin,150,2011-07-20,2011-08-02,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,5,0,0,2,93,76,169,0,0,5,1,0,0,57,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel1,5,2011-07-17,2011-08-07,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,5,1,0,15,59,1,60,0,0,0,4,0,0,129,"1 other; David, the mites in these samples were a little confusing. There are the trobidiids and then other very large mites that look similar but that you can tell are different. I just grouped the latter into the rest of the mites. Hope that is okay,","there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel1,50,2011-07-17,2011-08-07,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,16,1,0,7,45,0,45,0,0,0,0,0,0,40,1 other,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel1,150,2011-07-17,2011-08-07,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,15,6,0,1,29,1,30,0,0,0,0,1,0,79,,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
hel,hel1,500,2011-07-17,2011-08-07,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,5,2,0,47,81,7,88,0,0,0,0,1,0,117,1  other,"there is only one date given under the heading: ""DATE"". Unlike the first round of samples, this was in the same column as the collect date. All other columns match so this was taken to mean the collect date"
myv,btl,5,NA,2012-06-05,#VALUE!,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,6,11,0,12,21,2,23,0,2,6,4,NA,0,20,,collect date was written 06-05
myv,btl,5,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,21,0,0,6,20,1,21,0,2,0,0,1,0,4,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,btl,50,2012-05-19,2012-06-05,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,21,3,1,4,0,5,5,0,3,0,4,NA,0,12,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,btl,150,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,15,2,3,3,6,4,10,0,0,0,3,1,0,34,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,hag,5,2012-05-19,2012-06-05,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,,"Possible subsample. No split recorded. Duplicate? set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,hag,50,2012-05-19,2012-06-05,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,5,2,1,1,0,7,7,0,0,1,4,NA,0,17,,"Possible subsample. No split recorded. Duplicate? set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,hag,150,2012-05-19,2012-06-05,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,5,2,1,0,10,10,0,0,0,0,NA,0,14,,"Possible subsample. No split recorded. Duplicate? set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,hag,500,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,3,3,0,0,4,0,4,0,1,0,0,NA,0,6,,"Possible subsample. No split recorded. Duplicate? set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,kal,5,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,5,2,0,2,0,2,2,0,0,0,1,NA,0,20,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,kal,50,2012-05-19,2012-06-05,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,6,4,3,0,0,4,4,0,0,0,0,NA,0,2,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,kal,150,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,10,9,0,2,3,8,11,0,0,0,0,NA,0,8,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,non,5,2012-05-19,2012-06-05,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,1,1,5,6,0,7,3,31,NA,0,33,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,non,50,2012-05-19,2012-06-05,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,4,1,0,0,7,7,14,3,1,0,0,NA,0,32,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,non,150,2012-05-19,2012-06-05,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,7,2,0,2,8,5,13,0,0,0,0,NA,0,36,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,vin,5,2012-05-19,2012-06-05,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1,20,65,7,1,3,6,9,0,3,2,0,NA,0,57,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,vin,50,2012-05-19,2012-06-05,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,6,4,26,0,2,229,29,258,0,0,11,4,NA,0,27,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,vin,150,2012-05-19,2012-06-05,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,14,28,0,1,1,34,35,0,0,0,3,NA,0,50,," set date was recorded as 2017-06-19. Since the samples were collected again on 06-22, this was assumed to mean the pitfalls were set in May."
myv,btl,50,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,18,18,3,6,2,13,15,1,1,5,7,NA,0,104,,
myv,btl,150,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,47,0,6,14,0,8,8,0,1,6,10,NA,0,24,,
myv,hag,5,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,10,9,0,8,1,8,9,0,1,0,3,NA,0,95,,Possible subsample. No split recorded. Duplicate?
myv,hag,50,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,9,0,0,12,1,2,3,0,0,1,0,NA,0,24,,Possible subsample. No split recorded. Duplicate?
myv,hag,150,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,8,8,0,2,3,6,9,0,0,0,0,NA,0,78,,Possible subsample. No split recorded. Duplicate?
myv,hag,500,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,15,7,0,2,5,0,5,0,0,1,0,NA,0,23,,Possible subsample. No split recorded. Duplicate?
myv,kal,5,2012-06-05,2012-06-22,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,13,4,0,8,29,1,30,1,0,0,2,NA,0,234,,
myv,kal,50,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,5,10,6,1,0,2,2,0,0,1,2,NA,0,14,,
myv,kal,150,2012-06-05,2012-06-22,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,7,9,0,1,0,2,2,0,0,0,0,NA,0,5,,
myv,non,5,2012-06-05,2012-06-23,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21,1,1,3,1,3,4,1,20,18,13,NA,0,27,,
myv,non,50,2012-06-05,2012-06-23,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,0,1,0,2,0,2,0,3,1,1,NA,0,7,Sample spilled in tranfer,
myv,non,150,2012-06-05,2012-06-23,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,12,0,0,3,0,6,6,0,0,1,0,NA,0,102,,
myv,vin,5,2012-06-05,2012-06-23,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,0,30,19,1,4,1,9,10,0,8,1,2,NA,0,213,,
myv,vin,50,2012-06-05,2012-06-23,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,31,72,0,5,1,59,60,0,3,0,1,NA,0,128,,
myv,vin,150,2012-06-05,2012-06-23,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,15,16,1,1,6,11,17,0,0,1,3,NA,0,78,,
myv,btl,5,2012-06-19,2012-07-03,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,20,1,0.5,0,8,7.5,15.5,0,12,0,2,NA,1,15,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,btl,50,2012-06-19,2012-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,0,0,0,9,1,10,0,4,0,2,NA,0,9,,Possible subsample. No split recorded.
myv,btl,150,2012-06-19,2012-07-03,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,11,5,1,4,2,13,15,1,0,3,16,NA,0,11,,Possible subsample. No split recorded.
myv,btl,200,2012-06-19,2012-07-03,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,0,0,0,16,20,36,1,4,0,0,NA,0,22,,Possible subsample. No split recorded.
myv,hag,5,2012-06-19,2012-07-03,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,3,4,0,2,1.5,10.5,31,41.5,1,17.5,3,3.5,NA,0,34,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,hag,50,2012-06-19,2012-07-03,14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,1,2.5,1,1.5,1,4.5,14.5,19,0,0,0.5,1.5,NA,0,6,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,hag,150,2012-06-19,2012-07-03,14,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,3,1,1.5,0.5,3,14,17,0,0,0,0.5,NA,0,7.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,hag,500,2012-06-19,2012-07-03,14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,3,5,1,0,1,2.5,2.5,5,0,0,0,1,NA,0,4.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,kal,5,2012-06-19,2012-07-03,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.5,3,2,0.5,4,4.5,5.5,10,0,0,0,1,NA,0,8.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,kal,50,2012-06-19,2012-07-03,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,3.5,1.5,4,3,0.5,7,12,19,0,0,0,0,NA,0,9.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,kal,150,2012-06-19,2012-07-03,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.5,6.5,4,0,0,3,3,6,0,0,0,0,NA,0,8.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,non,5,2012-06-19,2012-07-03,14,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,2.5,11.5,2,13.5,0,2.5,8.5,47,NA,0,43,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,non,50,2012-06-19,2012-07-03,14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,6.5,1.5,0,0,8.5,16.5,25,1.5,1,1,1,NA,0,11.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,non,150,2012-06-19,2012-07-03,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0,0.5,1,0.5,0,5.5,6.5,12,0,0.5,0,0,NA,0,18.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,vin,5,2012-06-19,2012-07-03,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,8,3.5,0.5,8,44.5,9,53.5,0,7,5.5,3,NA,0,55,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,vin,50,2012-06-19,2012-07-03,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,6.5,2,6.5,0,1,29.5,52.5,82,0.5,0,0.5,4,NA,0,30,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,vin,150,2012-06-19,2012-07-03,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,2,5.5,2.5,0,0.5,19,39.5,58.5,0,0.5,0.5,1.5,NA,0,63.5,,"These values are averages of two separate counts for the same pitfall. Possibly a subsample, but there was no indication of a subsample"
myv,btl,5,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6,0,0,1,11,2,13,0,6,0,1,NA,0,24,,Possible subsample. No split recorded.
myv,btl,50,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,2,0,7,0,7,0,0,0,1,NA,0,5,,Possible subsample. No split recorded.
myv,btl,150,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7,0,2,2,15,11,26,0,0,0,1,NA,0,7,,Possible subsample. No split recorded.
myv,hag,5,2012-07-17,2012-07-31,14,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,6,16,2,1,2,62,104,166,0,12,9,7,NA,9,34,,Possible subsample. No split recorded.
myv,hag,50,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,2,5,3,0,4,64,68,0,0,2,1,NA,0,3,,Possible subsample. No split recorded.
myv,hag,150,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,1,0,9,18,27,0,0,0,0,NA,0,13,,Possible subsample. No split recorded.
myv,hag,500,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,3,9,2,11,0,0,0,0,NA,0,8,,Possible subsample. No split recorded.
myv,kal,5,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,0,2,18,4,22,0,0,0,9,NA,3,30,,Possible subsample. No split recorded.
myv,kal,50,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,4,3,0,4,87,91,0,0,1,0,NA,0,3,,Possible subsample. No split recorded.
myv,kal,150,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,0,0,0,16,9,25,0,0,0,0,NA,0,5,,Possible subsample. No split recorded.
myv,non,5,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,13,0,13,0,1,3,21,NA,1,28,,Possible subsample. No split recorded.
myv,non,150,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,1,1,1,8,7,15,0,0,0,13,NA,0,14,,Possible subsample. No split recorded.
myv,vin,5,2012-07-17,2012-07-31,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,1,0,9,15,1,16,0,2,18,1,NA,2,110,,Possible subsample. No split recorded.
myv,vin,50,2012-07-17,2012-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,4,2,1,1,0,23,25,48,0,0,9,0,NA,0,26,,Possible subsample. No split recorded.
myv,vin,150,2012-07-17,2012-07-31,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,0,1,0,15,26,41,0,0,0,0,NA,0,79,,Possible subsample. No split recorded.
myv,btl,5,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,9,0,0,0,1,1,2,1,1,0,1,NA,1,94,,
myv,btl,50,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,3,5,1,6,1,0,0,1,NA,0,20,,
myv,btl,150,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,2,1,9,20,29,0,0,0,0,NA,0,24,,
myv,hag,5,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,4,2,1,1,3,243,246,0,0,0,3,NA,0,1,,
myv,hag,50,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,1,4,0,2,82,84,0,0,0,0,NA,0,5,,
myv,hag,150,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1,2,0,1,23,24,0,0,0,0,NA,0,30,,
myv,hag,500,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,2,0,1,3,4,0,0,0,0,NA,0,8,,
myv,non,5,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,0,0,8,0,8,0,0,3,8,NA,0,47,,
myv,non,50,2012-07-17,2012-08-09,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,1,1,0,2,5,7,0,0,1,0,NA,0,1,,Possible subsample. No split recorded.
myv,non,150,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,7,2,1,8,6,14,0,0,0,0,NA,0,67,,
myv,vin,5,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,0,6,19,3,22,0,0,7,0,NA,0,42,,
myv,vin,50,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,4,1,6,35,41,0,0,1,0,NA,0,120,,
myv,vin,150,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,1,0,0,0,28,28,0,0,0,0,NA,0,128,,
hel,hel1,150,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0,2,0,0,2,11,13,0,0,0,0,NA,0,15,,
