lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,hag,5,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,11,979,19,,
myv,hag,50,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,2,274,10,,
myv,hag,150,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,4,70,4,,
myv,hag,500,2009-06-16,2009-06-23,7,NA,NA,NA,1,1,1,0,17,7,,
myv,btl,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,2,102,1,,
myv,btl,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,85,2,,
myv,btl,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,40,4,,
myv,kal,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,230,0,,
myv,kal,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,5,79,1,,
myv,kal,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,3,67,4,,
myv,non,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,613,9,,
myv,non,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,1,194,6,,
myv,non,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,42,6,,
myv,flg,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,157,5,,
myv,flg,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,12,122,9,,
myv,flg,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,3,18,4,,
myv,flg,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,9,4,,
myv,vin,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,863,27,,
myv,vin,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,6,92,7,,
myv,vin,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,20,19,,
myv,skf,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,328,4,,
myv,skf,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,312,6,,
myv,skf,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,18,4,,
myv,skf,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,4,5,,
myv,hag,5,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,668,5,,
myv,hag,50,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,45,22,,
myv,hag,150,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,8,22,,
myv,hag,500,2009-06-23,2009-07-05,12,NA,NA,NA,1,1,1,0,20,29,,
myv,btl,5,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,127,0,,
myv,btl,50,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,434,0,,
myv,btl,150,2009-07-05,2009-07-16,11,NA,NA,NA,1,1,1,0,114,0,,
myv,kal,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,380,0,,
myv,kal,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,156,0,,
myv,kal,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,220,0,,
myv,non,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,394,2,,
myv,non,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,332,0,,
myv,non,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,40,0,,
myv,flg,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,71,0,"no label, sample identified by process of elimination",
myv,flg,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,68,0,,
myv,flg,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,16,0,,
myv,flg,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,3,0,,
myv,vin,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,236,0,,
myv,vin,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,96,0,,
myv,vin,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,27,0,,
myv,skf,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,51,0,,
myv,skf,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,96,0,,
myv,skf,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,14,0,,
myv,skf,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,13,0,,
myv,hag,5,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,684,0,,
myv,hag,50,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,309,0,,
myv,hag,150,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,0,54,2,,
myv,hag,500,2009-07-05,2009-07-14,9,NA,NA,NA,1,1,1,1,21,3,,
hel,hel1,5,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,186,1,mostly brachycera,
hel,hel1,50,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,125,0,6 headless weevils?,
hel,hel1,150,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,22,0,,
hel,hel1,500,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,10,0,,
hel,hel2,5,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,173,1,mostly nematocera,
hel,hel2,50,2009-06-22,2009-07-10,18,NA,NA,NA,1,1,1,0,185,27,all brachycera,
hel,hel2,150,2009-06-22,2009-07-10,6,NA,NA,NA,1,1,1,0,24,9,mostly brachycera,
hel,hel2,500,2009-06-22,2009-07-10,6,NA,NA,NA,1,1,1,0,41,0,mainly nematocera,
myv,btl,5,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.06741,1,0,285,0,"1 brach, 1 lep",
myv,btl,50,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.04494,1,0,515,0,brach,
myv,btl,150,2009-07-16,2009-07-22,6,NA,NA,NA,1,0.05322,1,0,476,0,brach,
myv,kal,5,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.02247,1,0,350,0,"5 bibio, 1 syrph",
myv,kal,50,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.05322,1,0,579,0,"5 brach, 1 lep",
myv,kal,150,2009-07-14,2009-07-22,8,NA,NA,NA,1,0.05322,1,0,357,0,,
myv,non,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,446,0,,
myv,non,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,213,0,,
myv,non,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.22904,1,0,251,0,,
myv,flg,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,39,0,,
myv,flg,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,228,0,,
myv,flg,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,21,0,,
myv,flg,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,3,0,,
myv,vin,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.17178,1,0,225,0,,
myv,vin,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,736,3,,
myv,vin,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,133,8,,
myv,skf,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,312,2,,
myv,skf,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,451,0,,
myv,skf,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,47,2,,
myv,skf,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,14,1,,
myv,hag,5,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05726,1,0,418,0,,
myv,hag,50,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.05322,1,0,221,0,,
myv,hag,150,2009-07-14,2009-07-23,9,NA,NA,NA,1,0.11452,1,0,238,0,,
myv,hag,500,2009-07-14,2009-07-23,9,NA,NA,NA,1,1,1,0,84,0,,
hel,hel1,5,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,67,0,,
hel,hel1,50,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,34,0,,
hel,hel1,150,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,17,0,,
hel,hel1,500,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,27,0,,
hel,hel2,5,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,22,0,,
hel,hel2,50,2009-07-10,2009-07-26,16,NA,NA,NA,1,1,1,0,77,0,,
hel,hel2,150,2009-07-10,2009-07-26,7,NA,NA,NA,1,1,1,0,15,0,,
hel,hel2,500,2009-07-10,2009-07-26,7,NA,NA,NA,1,1,1,0,9,0,,
myv,btl,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,291,0,,
myv,btl,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,415,0,,
myv,btl,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.17178,1,3,252,0,,
myv,kal,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,347,0,,
myv,kal,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,216,0,,
myv,kal,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,373,0,,
myv,non,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,411,0,,
myv,non,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,354,0,,
myv,non,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,217,0,,
myv,flg,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,1,170,0,,
myv,flg,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,491,0,,
myv,flg,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,59,0,,
myv,flg,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,23,0,,
myv,vin,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,369,0,,
myv,vin,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.2863,1,0,223,0,,
myv,vin,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,1,561,0,,
myv,skf,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,322,0,,
myv,skf,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,649,0,,
myv,skf,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,43,0,,
myv,skf,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,19,0,,
myv,hag,5,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.05726,1,0,202,15,,
myv,hag,50,2009-07-23,2009-07-30,7,NA,NA,NA,1,0.11452,1,0,313,3,,
myv,hag,150,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,453,1,,
myv,hag,500,2009-07-23,2009-07-30,7,NA,NA,NA,1,1,1,0,71,4,,
myv,btl,5,2010-05-21,2010-05-29,9,NA,NA,NA,0.11452,0.11452,1,2,134,0,others are mostly bracycera in this sampling session,
myv,btl,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.17178,1,140,207,0,,
myv,btl,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,21,359,0,,
myv,kal,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.11452,1,5,229,0,,
myv,kal,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.11452,1,56,301,0,,
myv,kal,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,63,806,0,,
myv,non,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.05726,1,28,542,0,,
myv,non,50,2010-05-21,2010-05-29,9,NA,NA,NA,0.11452,0.11452,1,2,241,0,,
myv,non,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.45808,1,91,273,0,,
myv,flg,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,11,32,0,,
myv,flg,50,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,15,37,0,,
myv,flg,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,10,15,0,,
myv,flg,500,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,0,7,0,,
myv,vin,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.17178,1,14,290,0,,
myv,vin,50,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,7,78,0,,
myv,vin,150,2010-05-21,2010-05-29,9,NA,NA,NA,1,1,1,3,16,0,,
myv,skf,5,2010-05-21,2010-05-29,9,NA,NA,NA,1,0.11452,1,31,307,0,,
myv,skf,50,2010-05-21,2010-05-29,9,NA,NA,NA,0.2863,0.2863,1,12,261,0,,
myv,skf,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,3,63,0,,
myv,skf,500,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,0,12,0,,
myv,hag,5,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.05726,1,70,374,0,,
myv,hag,50,2010-05-21,2010-05-29,8,NA,NA,NA,1,0.2863,1,192,251,0,,
myv,hag,150,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,23,131,0,,
myv,hag,500,2010-05-21,2010-05-29,8,NA,NA,NA,1,1,1,0,14,0,,
hel,hel1,5,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,1,85,0,,
hel,hel1,50,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,15,9,0,,
hel,hel1,150,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,2,0,0,,
hel,hel1,500,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,7,0,0,,
hel,hel2,5,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,111,7,1,,
hel,hel2,50,2010-05-18,2010-06-06,14,NA,NA,NA,1,1,1,13,19,0,,
hel,hel2,150,2010-05-18,2010-06-06,8,NA,NA,NA,1,1,1,2,2,0,,
hel,hel2,500,2010-05-18,2010-06-06,8,NA,NA,NA,1,1,1,1,24,2,,
myv,btl,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,89,485,0,,
myv,btl,50,2010-05-29,2010-06-03,5,NA,NA,NA,1,0.17178,1,199,263,0,,
myv,btl,150,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,74,496,3,,
myv,kal,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.04494,1,31,318,0,,
myv,kal,50,2010-05-29,2010-06-03,5,NA,NA,NA,1,0.05726,1,321,376,0,,
myv,kal,150,2010-05-29,2010-06-03,5,NA,NA,NA,0.45808,0.11452,1,206,216,0,,
myv,non,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.04494,1,106,345,0,,
myv,non,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,79,228,0,,
myv,non,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,170,533,0,,
myv,flg,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,24,75,3,,
myv,flg,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,118,84,0,,
myv,flg,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,73,27,2,,
myv,flg,500,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,24,35,2,,
myv,vin,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,81,398,0,,
myv,vin,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.17178,1,94,239,3,,
myv,vin,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,80,291,2,,
myv,skf,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,21,880,0,,
myv,skf,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,47,598,1,,
myv,skf,150,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,16,291,0,,
myv,skf,500,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,4,83,0,,
myv,hag,5,2010-05-29,2010-06-03,8,NA,NA,NA,1,0.11452,1,87,228,2,,
myv,hag,50,2010-05-29,2010-06-03,8,NA,NA,NA,1,1,1,44,389,2,,
myv,hag,150,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,24,186,3,,
myv,hag,500,2010-05-29,2010-06-03,5,NA,NA,NA,1,1,1,0,35,0,,
myv,btl,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.17178,1,31,227,10,,
myv,btl,50,2010-06-03,2010-06-11,8,NA,NA,NA,1,0.17178,1,85,212,7,,
myv,btl,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,101,331,10,,
myv,kal,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.11452,1,26,217,0,,
myv,kal,50,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,284,985,0,,
myv,kal,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,320,569,1,,
myv,non,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.11452,1,105,287,6,,
myv,non,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.17178,1,142,253,3,,
myv,non,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,213,406,6,,
myv,flg,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,29,149,2,,
myv,flg,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,20,75,1,,
myv,flg,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,21,26,0,,
myv,flg,500,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,7,37,0,,
myv,vin,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,82,835,4,,
myv,vin,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,0,297,0,,
myv,vin,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,48,132,5,,
myv,skf,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,28,745,10,,
myv,skf,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,32,416,6,,
myv,skf,150,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,24,402,4,,
myv,skf,500,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,9,121,0,,
myv,hag,5,2010-06-03,2010-06-11,7,NA,NA,NA,1,0.05726,1,50,232,20,,
myv,hag,50,2010-06-03,2010-06-11,7,NA,NA,NA,1,1,1,47,632,20,,
myv,hag,150,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,106,354,13,,
myv,hag,500,2010-06-03,2010-06-11,8,NA,NA,NA,1,1,1,29,67,8,,
hel,hel1,5,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,2,9,,
hel,hel1,50,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,0,13,,
hel,hel1,150,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,4,2,,
hel,hel1,500,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,0,2,,
hel,hel2,5,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,2,4,3,,
hel,hel2,50,2010-06-06,2010-06-19,15,NA,NA,NA,1,1,1,0,2,7,,
hel,hel2,150,2010-06-06,2010-06-19,7,NA,NA,NA,1,1,1,0,3,5,,
hel,hel2,500,2010-06-06,2010-06-19,7,NA,NA,NA,1,1,1,0,3,8,,
myv,btl,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,246,7,,
myv,btl,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,12,151,3,,
myv,btl,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,8,59,14,,
myv,kal,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,6,215,8,,
myv,kal,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,NA,NA,NA,sample missing??,
myv,kal,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,47,219,3,,
myv,non,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,6,230,18,,
myv,non,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,0.11452,1,4,288,3,,
myv,non,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,28,237,7,,
myv,flg,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,1,210,6,,
myv,flg,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,159,4,,
myv,flg,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,15,54,4,,
myv,flg,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,1,23,1,,
myv,vin,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,32,600,9,,
myv,vin,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,22,215,10,,
myv,vin,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,10,75,9,,
myv,skf,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,114,8,,
myv,skf,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,2,117,4,,
myv,skf,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,3,26,6,,
myv,skf,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,0,17,0,,
myv,hag,5,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,6,260,18,,
myv,hag,50,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,NA,NA,NA,spilled in field,
myv,hag,150,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,5,64,8,,
myv,hag,500,2010-06-11,2010-06-18,7,NA,NA,NA,1,1,1,0,13,8,,
myv,btl,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,308,5,,
myv,btl,50,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,3,116,4,,
myv,btl,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,2,55,0,,
myv,kal,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,543,6,,
myv,kal,50,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,5,310,1,,
myv,kal,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,6,319,0,,
myv,non,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,950,2,,
myv,non,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,269,1,,
myv,non,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,78,3,,
myv,flg,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,163,2,,
myv,flg,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,3,77,0,,
myv,flg,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,15,7,,
myv,flg,500,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,16,1,,
myv,vin,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,2,219,5,,
myv,vin,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,4,67,4,,
myv,vin,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,3,33,1,,
myv,skf,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,119,5,,
myv,skf,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,69,2,,
myv,skf,150,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,15,2,,
myv,skf,500,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,0,18,3,,
myv,hag,5,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,1,125,9,,
myv,hag,50,2010-06-18,2010-06-25,12,NA,NA,NA,1,1,1,5,67,12,,
myv,hag,150,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,4,41,2,,
myv,hag,500,2010-06-18,2010-06-25,7,NA,NA,NA,1,1,1,0,16,4,,
myv,btl,5,2010-06-25,2010-07-07,11,NA,NA,NA,1,1,1,1,488,3,,
myv,btl,50,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,2,367,6,,
myv,btl,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,3,399,9,,
myv,kal,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,385,4,,
myv,kal,50,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,138,3,,
myv,kal,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,3,472,2,,
myv,non,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,0.11452,1,0,238,12,,
myv,non,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,665,4,,
myv,non,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,1,148,2,,
myv,flg,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,5,176,2,,
myv,flg,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,1,37,2,,
myv,flg,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,26,0,,
myv,flg,500,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,6,16,0,,
myv,vin,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,880,3,,
myv,vin,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,14,149,0,,
myv,vin,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,48,17,,
myv,skf,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,220,3,,
myv,skf,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,169,2,,
myv,skf,150,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,99,1,,
myv,skf,500,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,0,22,1,,
myv,hag,5,2010-06-25,2010-07-07,9,NA,NA,NA,1,0.11452,1,2,219,5,,
myv,hag,50,2010-06-25,2010-07-07,9,NA,NA,NA,1,1,1,2,355,3,,
myv,hag,150,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,134,1,,
myv,hag,500,2010-06-25,2010-07-07,12,NA,NA,NA,1,1,1,1,52,3,,
hel,hel1,5,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,26,11,,
hel,hel1,50,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,9,14,,
hel,hel1,150,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,6,0,,
hel,hel1,500,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,6,7,,
hel,hel2,5,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,18,5,,
hel,hel2,50,2010-06-19,2010-07-10,18,NA,NA,NA,1,1,1,0,12,5,,
hel,hel2,150,2010-06-19,2010-07-10,6,NA,NA,NA,1,1,1,0,7,8,,
hel,hel2,500,2010-06-19,2010-07-10,6,NA,NA,NA,1,1,1,0,11,7,,
myv,btl,5,2010-07-07,2010-07-17,6,NA,NA,NA,1,0.11452,1,0,349,1,,
myv,btl,50,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.11452,1,0,355,0,,
myv,btl,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,31,0,,
myv,kal,5,2010-07-07,2010-07-17,8,NA,NA,NA,1,0.11452,1,0,339,0,,
myv,kal,50,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.04494,1,0,336,0,,
